term,entity_id,text_1,text_2,text_3,text_4,text_5,check
gypsy,Q105395491,Toya Prudêncio,['Sónia Prudêncio'],"Ethnic activist, Portuguese gypsy, dedicated to the fight against discrimination and defending social equity. In 2016, she was recognized as ""Gypsy of the Year"" for her dedication to defending Human Rights.",['human'],[],TRUE
gypsy,Q110922133,Sea Gypsies,"['Sea Nomads', 'Sea Gypsy', 'Sea Nomad', 'Seafarers', 'mořští nomádi']",['three or four ethnolinguistic groups in Southeast Asia combined into one ethnic category'],['ethnic group'],['indigenous people'],TRUE
gypsy,Q51412682,Gypsy moth management in the United States : a cooperative approach : final environmental impact statement,,"['Radnor, PA :U.S. Dept. of Agriculture, Forest Service, Northeastern Area State and Privat']",['publication'],[],FALSE
gypsy,Q51521182,Predicting the rate of change in timber value for forest stands infested with gypsy moth,,"['[Broomall, Pa.?] :U.S. Dept. of Agriculture, Forest Service, Northeastern Forest Experiment Station,1982. | U.S. Department of Agriculture, National']",['publication'],[],FALSE
gypsy,Q51506962,Mortality risks for forest trees threatened with gypsy moth infestation,,"['[Broomall, Pa.] :United States Dept. of Agriculture Forest Service, Northeastern Forest Experiment Station,[1987] | U.S. Department of Agriculture,']",['publication'],[],FALSE
gypsy,Q4451351,Romani dance,"['Gypsy dance', 'Roma dance']",['dances of the Romani people'],"['type of dance', 'dance by ethnicity']","['European dance', 'Middle Eastern dance']",TRUE
gypsy,Q104867069,White Gypsy or Irish Traveller,,['ethnicity classification used in the 2011 United Kingdom Census'],[],[],TRUE
gypsy,Q19880131,Gypsy,"['Gypsy, Louisiana', 'Gypsy, LA']",['human settlement in United States of America'],['unincorporated community in the United States'],[],FALSE
gypsy,Q108531492,Budapest Gypsy Social Cultural and Methodological Institution,"['Romano Kher', 'Metropolitan Municipality Gypsy House']",,['organization'],[],TRUE
gypsy,Q51478366,Forest stand losses to gypsy moth in the Poconos,,"['Broomall, Pa. :Dept. of Agriculture, Forest Service, Northeastern Forest Experiment Station,1979. | U.S. Departmen']",['publication'],[],FALSE
gypsys,Q4854258,Band of Gypsys,,['book by Gwyneth Jones'],['written work'],[],FALSE
gypsys,Q18640459,Gypsys Gift,,['musical artist'],['musical group'],[],FALSE
gypsys,Q3038098,"The Distress, Gypsys Rhapsodie",,,[],[],FALSE
gypsys,Q13581327,Band of Gypsys,,['band founded by Jimi Hendrix'],['musical group'],[],FALSE
gypsys,Q21963911,Gypsys Hill,,['mountain in Australia'],"['mountain', 'hill']",[],FALSE
gypsys,Q8287763,Category:Band of Gypsys members,,['Wikimedia category'],['Wikimedia category'],[],FALSE
gypsys,Q4636510,3 Melancholy Gypsys,,['American hip hop group'],['musical group'],[],FALSE
gypsys,Q56292350,Band 'O Gypsys,,,['rock group'],[],FALSE
gypsys,Q3233136,Les Gypsys,,,['musical group'],[],FALSE
gypsys,Q5625379,"Gypsys, Tramps & Thieves",,['1971 single by Cher'],['single'],[],FALSE
half-breed,Q17144151,Half-breed,,['obsolete term for mixed Native American and European ancestry'],[],[],TRUE
half-breed,Q6990906,Nemaha Half-Breed Reservation,,"['place in Nebraska, United States']",['Indian reservation of the United States'],[],TRUE
half-breed,Q66196096,Papers Relating to the Application of Morgan H. Weir to Locate Sioux Mixed Bloods on Lands in Western Michigan Using Sioux Half-Breed Scrip (NAID 6002264),,"[""a series in the National Archives and Records Administration's holdings""]",['collection'],[],TRUE
half-breed,Q64400587,Timber Culture File and Chippewa Indian Half-Breed Scrip Files (NAID 7820194),,"[""series in the National Archives and Records Administration's holdings""]",['collection'],[],FALSE
half-breed,Q59935954,Lists of Allotted and Unallotted Mixed-Bloods for the Nemaha Half-Breed Reserve (NAID 2058839),,"[""series in the National Archives and Records Administration's holdings""]",['collection'],[],TRUE
half-breed,Q59935951,Abstracts of Claims to Allotments on the Nemaha Half-Breed Reserve (NAID 2058536),,"[""series in the National Archives and Records Administration's holdings""]",['collection'],[],FALSE
half-breed,Q66205641,"Records Concerning McKee, Sioux Half-Breed (S.H.B.), and Valentine Scrip Locations (NAID 5701119)",,"[""a series in the National Archives and Records Administration's holdings""]",['collection'],[],FALSE
half-breed,Q64400362,Canceled Homestead Files and Chippewa Indian of Lake Superior Half-Breed Scrip Files (NAID 7794429),,"[""a series in the National Archives and Records Administration's holdings""]",['collection'],[],FALSE
half-breed,Q66151028,Records Concerning Sioux Half-Breed Scrip (NAID 7585319),,"[""a series in the National Archives and Records Administration's holdings""]",['collection'],[],FALSE
half-breed,Q64402298,Abstracts of Sioux Half-Breed Scrip in the Dakotas (NAID 3129118),,"[""series in the National Archives and Records Administration's holdings""]",['collection'],[],FALSE
half-breeds,Q3024207,Half-Breeds on Venus,,['short story by Isaac Asimov'],['literary work'],[],FALSE
handicap,Q12131,disability,"['handicap', 'physical handicap']","['impairments, activity limitations, and participation restrictions']",[],['property'],TRUE
handicap,Q16649002,person with visual disabilities,"['person with visual impairment', 'people with visual impairment', 'people with visual disabilities', 'visually impaired person', 'visually impaired people', 'visually impaired persons', 'persons with visual disabilities', 'persons with visual impairment', 'person with visual disability', 'persons with visual disability', 'people with visual disability', 'visually disabled person', 'visually disabled', 'visually disabled persons', 'visually disabled people', 'partially seeing person', 'partially seeing persons', 'partially seeing people', 'partially sighted person', 'partially sighted persons', 'partially sighted people', 'visually handicapped', 'visually handicapped person', 'visually handicapped persons', 'visually handicapped people', 'person with visual handicap', 'person with visual handicaps', 'persons with visual handicap', 'persons with visual handicaps', 'people with visual handicap', 'people with visual handicaps']",['person with loss of vision such that there is an impact on activities of daily living'],[],['person with disabilities'],TRUE
handicap,Q5508820,functional diversity,,"term for special needs, disability, impairment and handicap",[],['diversity'],TRUE
handicap,Q64847362,disability evaluation,,"determination of the degree of a physical, mental or emotional handicap",[],['medical diagnosis'],TRUE
handicap,Q113095566,Danish Association of the Physically Disabled,,Danish handicap organisation,"[""disabled people's organisation""]",[],TRUE
handicap,Q57622943,"The ""serious handicap"" clause in the Abortion Act 1967 : healthcare professionals' interpretations of the grounds for termination of pregnancy",,['doctoral thesis'],['doctoral thesis'],[],TRUE
handicap,Q99892850,The Cornwall and Isles of Scilly Mental Handicap National Health Service Trust (Change of Name) Order 1993,,['UK Statutory Instrument 1993\xa0No. 1069'],['UK Statutory Instrument'],[],TRUE
handicap,Q112889444,"Hearing loss, Disability and Handicap in the Elderly: How the Elderly experience Hearing Loss",,"[""2012 master's thesis by Sally Crook at University of Auckland""]","[""master's thesis""]",[],TRUE
handicap,Q99898256,The Cornwall and Isles of Scilly Mental Handicap National Health Service Trust (Establishment) Order 1990,,['UK Statutory Instrument 1990\xa0No. 2408'],['UK Statutory Instrument'],[],TRUE
handicap,Q63817401,"Relationship Between Hearing Thresholds, Handicap and Time for Treatment-seeking",,['clinical trial'],['clinical trial'],[],TRUE
handicaps,Q16649002,person with visual disabilities,"['person with visual impairment', 'people with visual impairment', 'people with visual disabilities', 'visually impaired person', 'visually impaired people', 'visually impaired persons', 'persons with visual disabilities', 'persons with visual impairment', 'person with visual disability', 'persons with visual disability', 'people with visual disability', 'visually disabled person', 'visually disabled', 'visually disabled persons', 'visually disabled people', 'partially seeing person', 'partially seeing persons', 'partially seeing people', 'partially sighted person', 'partially sighted persons', 'partially sighted people', 'visually handicapped', 'visually handicapped person', 'visually handicapped persons', 'visually handicapped people', 'person with visual handicap', 'person with visual handicaps', 'persons with visual handicap', 'persons with visual handicaps', 'people with visual handicap', 'people with visual handicaps']",['person with loss of vision such that there is an impact on activities of daily living'],[],['person with disabilities'],TRUE
handicaps,Q61965765,Reduction and Prevention of Seizure Occurrence From Exposure to Auditory Stimulation in Individuals With Neurological Handicaps,,['clinical trial'],['clinical trial'],[],TRUE
handicaps,Q7669399,TASH,"['American Association for the Education of the Severely / Profoundly Handicapped', 'AAESPH', 'The Association for the Severely Handicapped', 'The Association for Persons with Severe Handicaps']",['American disability advocacy association'],['nonprofit organization'],[],TRUE
handicaps,Q108563084,Bonner v. Lewis: Testing Society's Commitment To Aid Individuals With Handicaps,,,['article'],[],TRUE
handicaps,Q77213109,"Social activity centres for people with mental handicaps in Dyfed : report of an inspection, July 1989",,['book (work)'],['written work'],[],TRUE
handicaps,Q77212716,"Services in adult training centres for people with mental handicaps in Powys, report of an inspection November 1990",,['book (work)'],['written work'],[],TRUE
handicaps,Q77212710,"Services for younger people with physical handicaps in West Glamorgan : report of an inspection, June 1989",,['book (work)'],['written work'],[],TRUE
handicaps,Q112882417,Engagement in music therapy : a detailed study of communication between the therapist and client presenting with severe and multiple handicaps,['Engagement in Music Therapy: A Detailed study of Communication Between the Therapist and Client Presenting with Severe and Multiple Handicaps'],"[""2009 master's thesis by Miona Stamenovic at New Zealand School of Music""]","[""master's thesis""]",[],TRUE
handicaps,Q51780079,"Epidemiology and Public Health Analysis : Risks, Chronic Diseases, Handicaps",,,['laboratory'],[],TRUE
handicaps,Q76745214,"Social activity centres for people with mental handicaps in Dyfed : report of an inspection, July 1989",,['edition; published in 1989'],"['version, edition, or translation']",[],TRUE
headhunter,Q290088,gunner,"['shooter', 'headhunter', 'kamikaze']","['specialist position in American football special teams, who runs down the sideline very quickly in an attempt to tackle the kick or punt returner']",['American football position'],[],FALSE
headhunter,Q6902629,Monsopiad,,Malaysian headhunter,['human'],[],TRUE
headhunter,Q50719667,"Set 1. No. 2: from the ""Headhunter Set""",,['painting by Thomas Nandjiwarra amagula'],['painting'],[],FALSE
headhunter,Q50719630,"Set 1. No. 6: from the ""Headhunter Set""",,['painting by Thomas Nandjiwarra amagula'],['painting'],[],FALSE
headhunter,Q50719763,"Set 1. No. 8: from the ""Headhunter Set""",,['painting by Thomas Nandjiwarra amagula'],['painting'],[],FALSE
headhunter,Q50719747,"Set 1. No. 4: from the ""Headhunter Set""",,['painting by Thomas Nandjiwarra amagula'],['painting'],[],FALSE
headhunter,Q50719724,"Set 1. No. 5: from the ""Headhunter Set""",,['painting by Thomas Nandjiwarra amagula'],['painting'],[],FALSE
headhunter,Q50719587,"Set 1. No.7: from the ""Headhunter Set""",,['painting by Thomas Nandjiwarra amagula'],['painting'],[],FALSE
headhunter,Q50719613,"Set 1. No. 3: from the ""Headhunter Set""",,['painting by Thomas Nandjiwarra amagula'],['painting'],[],FALSE
headhunter,Q18530542,Orde Jonathan Wingate,,"army officer, stock broker and headhunter, only child of Orde Charles Wingate (1944-2000)",['human'],[],FALSE
headhunters,Q6484187,Land of a Thousand Dances,['Land of 1000 Dances'],single by Chris Kenner and Cannibal & the Headhunters,['single'],[],FALSE
headhunters,Q104637757,Headhunters from Borneo,,['painting by Feliks Topolski'],['painting'],[],FALSE
headhunters,Q5313639,Dumas Walker,,1990 single by The Kentucky Headhunters,['single'],[],FALSE
headhunters,Q3286989,The Headhunters,['Manuel and Victor Santiago'],['Professional wrestling tag team'],['twins'],['male'],FALSE
headhunters,Q112902608,"Fragments of headhunters : the pattern and causes of depopulation in the New Georgia Group, Western Solomon Islands",,"[""2000 master's thesis by Elisabeth Henrietta Mary McCracken at University of Auckland""]","[""master's thesis""]",[],TRUE
