,term,QID,wd_bow,cs_combined
96817,hermaphrodite,Q104717073,"['intersex', 'person', 'gender', 'identity', 'gender', 'minority', 'intersex', 'organism', 'human', 'intersexual', 'person', 'intersexed', 'person', 'intersex', 'people', 'hermaphroditic', 'person', 'individual', 'intersex', 'identified', 'person', 'intersexual', 'person', 'ambiguous', 'genitalia', 'person', 'intersex', 'condition', 'intersex', 'individual', 'intersex', 'human', 'person', 'intersex', 'variation', 'intersex', 'person', 'person', 'born', 'several', 'variation', 'sex', 'characteristic', 'including', 'chromosome', 'gonad', 'sex', 'hormone', 'genitals', 'fit', 'typical', 'definition', 'male', 'female', 'body']",0.9470000000000001
96865,hermaphrodite,Q303479,"['sex', 'organism', 'intersex', 'organism', 'complete', 'partial', 'male', 'female', 'reproductive', 'organ']",0.912
96840,hermaphrodite,Q22294368,"['feminization', 'soma', 'biological', 'process', 'somatic', 'sex', 'determination', 'promotion', 'female', 'sex', 'sexual', 'phenotype', 'hermaphroditic', 'example', 'found', 'caenorhabditis']",0.9059999999999999
96839,hermaphrodite,Q22294367,"['masculinization', 'soma', 'biological', 'process', 'somatic', 'sex', 'determination', 'promotion', 'male', 'sex', 'sexual', 'phenotype', 'hermaphroditic', 'nematode', 'example', 'found', 'caenorhabditis']",0.9009999999999999
96838,hermaphrodite,Q22294366,"['somatic', 'sex', 'determination', 'biological', 'process', 'somatic', 'sex', 'determination', 'determination', 'sex', 'sexual', 'phenotype', 'hermaphroditic', 'example', 'found', 'caenorhabditis']",0.8959999999999999
96846,hermaphrodite,Q22294371,"['masculinization', 'hermaphroditic', 'germ', 'line', 'determination', 'male', 'sex', 'sexual', 'phenotype', 'germ', 'line', 'example', 'found', 'caenorhabditis']",0.885
96841,hermaphrodite,Q22294369,"['germ', 'line', 'sex', 'determination', 'biological', 'process', 'germ', 'line', 'sex', 'determination', 'determination', 'sex', 'sexual', 'phenotype', 'germ', 'line']",0.8590000000000001
96879,hermaphrodite,Q65035047,"['hermaphroditic', 'connector', 'electrical', 'connector', 'connector', 'hermaphroditic', 'electrical', 'connector', 'genderless', 'connector', 'connector', 'whose', 'mating', 'surface', 'simultaneous', 'male', 'female', 'aspect']",0.856
96845,hermaphrodite,Q22294370,"['feminization', 'hermaphroditic', 'germ', 'line', 'determination', 'female', 'sex', 'sexual', 'phenotype', 'germ', 'line']",0.851
96830,hermaphrodite,Q22293384,"['genitalia', 'development', 'biological', 'process', 'genitalia', 'development', 'gonad', 'development', 'process', 'whose', 'specific', 'outcome', 'progression', 'genitalia', 'time', 'formation', 'mature']",0.8390000000000001
96807,hermaphrodites,Q104865018,"['trioecy', 'presence', 'male', 'female', 'hermaphrodite', 'population']",0.774
96808,hermaphrodites,Q19071030,"['intrigue', 'hermaphrodite', 'masculine', 'female']",0.6859999999999999
96809,hermaphrodites,Q29259740,"['hermaphrodite', 'attitude', 'academic', 'journal', 'hermaphrodite', 'attitude', 'journal']",0.647
96814,hermaphrodites,Q8447813,"['androgyne', 'wikimedia', 'category', 'hermaphrodite', 'wikimedia', 'category']",0.57
96813,hermaphrodites,Q55920120,"['hermaphrodite', 'deity', 'wikimedia', 'category', 'wikimedia', 'category']",0.52
25179,homo,Q99938170,"['bigg', 'bos', 'hindi', 'season', 'reality', 'show']",
25178,homos,Q99938170,"['bigg', 'bos', 'hindi', 'season', 'reality', 'show']",
59495,homosexual,Q113286753,"['sexual', 'orientation', 'sexual', 'minority', 'lgbt', 'person', 'people', 'term', 'referring', 'person', 'trait', 'homosexuality']",0.9540000000000001
59627,homosexual,Q592,"['gay', 'sexual', 'orientation', 'sexual', 'minority', 'lgbt', 'homosexuality', 'person', 'people', 'gay', 'people', 'gay', 'person', 'ghey', 'ゲイ', 'term', 'referring', 'person', 'trait', 'homosexuality']",0.948
59522,homosexual,Q116185205,"['sexual', 'practice', 'human', 'sexual', 'behavior', 'sexual', 'relationship', 'two', 'people', 'gender']",0.902
59583,homosexual,Q24707892,"['homoflexibility', 'homoflexible', 'basically', 'orientation', 'heterosexual', 'activity']",0.895
59570,homosexual,Q1940866,"['mixed', 'orientation', 'marriage', 'marriage', 'mixed', 'orientation', 'relationship', 'marriage', 'heterosexual', 'partner', 'marriage', 'partner', 'differing', 'sexual', 'orientation']",0.894
59597,homosexual,Q30913057,"['seduction', 'theory', 'obsolete', 'medical', 'term', 'controversial', 'sexological', 'theory', 'suggesting', 'homosexuality', 'spread', 'intergenerational', 'seductive', 'sex']",0.893
59575,homosexual,Q211354,"['pederasty', 'paederasty', 'love', 'man', 'older', 'child', 'past', 'term', 'defining', 'male', 'homosexuality', 'general']",0.888
59536,homosexual,Q16952256,"['ministry', 'person', 'inclination']",0.88
59616,homosexual,Q5528686,"['gay', 'men', 'united', 'state', 'history', 'history', 'gay', 'men', 'united', 'state', 'history', 'american', 'gay', 'men', 'gay', 'men', 'american', 'history', 'history', 'examining', 'gay', 'men', 'male', 'experience', 'united', 'state']",0.8759999999999999
59593,homosexual,Q2880760,"['heteroflexibility', 'heteroflexible', 'mostly', 'straight', 'straight', 'narrow', 'form', 'sexual', 'orientation', 'situational', 'sexual', 'behavior', 'characterized', 'minimal', 'activity', 'otherwise', 'primarily', 'heterosexual', 'orientation']",0.8740000000000001
59195,homosexuals,Q113286753,"['homosexual', 'sexual', 'orientation', 'sexual', 'minority', 'lgbt', 'homosexual', 'person', 'homosexual', 'homosexual', 'people', 'term', 'referring', 'homosexual', 'person', 'trait', 'homosexuality']",0.9540000000000001
59209,homosexuals,Q592,"['gay', 'sexual', 'orientation', 'sexual', 'minority', 'lgbt', 'homosexuality', 'homosexual', 'person', 'homosexual', 'homosexual', 'people', 'gay', 'people', 'gay', 'person', 'ghey', 'ゲイ', 'term', 'referring', 'homosexual', 'person', 'trait', 'homosexuality']",0.948
59216,homosexuals,Q718858,"['persecution', 'homosexual', 'nazi', 'germany', 'aspect', 'history', 'persecution', 'lgbt', 'people', 'nazi', 'germany', 'homosexuality', 'homosexuality', 'germany', 'discrimination', 'torture', 'murder', 'concerning', 'homosexual', 'people', 'nazi', 'germany']",0.888
59218,homosexuals,Q7409219,"['gender', 'loving', 'identifying', 'term', 'african', 'american', 'homosexual', 'bisexual']",0.8590000000000001
59192,homosexuals,Q109480297,"['closeted', 'gay', 'men', 'gay', 'man', 'closeted', 'gay', 'man', 'closeted', 'male', 'homosexual', 'homosexual', 'men', 'publicly', 'disclosed', 'sexual', 'orientation']",0.852
59188,homosexuals,Q10513030,"['hbt', 'socialdemocrats', 'political', 'organization', 'homosexual', 'bisexual', 'transgender', 'socialdemocrats', 'homosexual', 'bisexual', 'trans', 'socialdemocrats', 'hbts', 'swedish', 'lgbt', 'political', 'organisation']",0.847
59203,homosexuals,Q42711103,"['see', 'homosexual', 'feel', 'newspaper', 'people', 'like', 'creation', 'construction', 'homosexual', 'group', 'identity', 'article']",0.831
59198,homosexuals,Q15647039,"['murder', 'vladislav', 'tornovoy', 'vladislav', 'murder', 'vladislav', 'tornovoy', 'murder', 'killing', 'vladislav', 'tornovoy', 'vladislav', 'killing', 'vladislav', 'tornovoy', 'killing', 'resonance', 'murder', 'russian', 'citizen', 'based', 'hatred', 'homosexual']",0.81
59199,homosexuals,Q23786616,"['memorial', 'gay', 'lesbian', 'persecuted', 'nai', 'regime', 'lgbt', 'historic', 'place', 'memorial', 'cautionary', 'monument', 'monument', 'homosexual', 'persecuted', 'national', 'socialism', 'lgbt', 'memorial', 'germany']",0.799
59194,homosexuals,Q112846000,"['elaboration', 'likelihood', 'model', 'persuasion', 'changing', 'attitude', 'toward', 'aid', 'victim', 'homosexual', 'thesis', 'thesis', 'douglas', 'j', 'bailey', 'university', 'canterbury']",0.797
35513,hottentot,Q1631241,"['name', 'antiquated', 'term', 'khoisan', 'people', 'southern']",0.831
35522,hottentot,Q49931984,"['creek', 'natural', 'watercourse', 'natural', 'watercourse', 'plumas', 'county', 'california', 'united', 'state', 'america']",0.72
35515,hottentot,Q219252,"['amaqaba', 'ethnic', 'group', 'african', 'people', 'khoe', 'khoe', 'khoe', 'khoekhoe', 'khoi', 'khoi', 'khoekhoen', 'ethnic', 'group']",0.6459999999999999
35525,hottentot,Q79996196,"['apron', 'photograph', 'photograph', 'sol', 'mednick', 'american', 'letter', 'edged', 'black', 'press']",0.614
35526,hottentot,Q79996200,"['apron', 'plaque', 'photograph', 'photograph', 'sol', 'mednick', 'american', 'letter', 'edged', 'black', 'press']",0.598
35514,hottentot,Q20504679,"['woman', 'child', 'painting', 'painting', 'antonion', 'zeno', 'shindler']",0.504
35517,hottentot,Q24234145,"['proclamation', 'proclamation', 'caledon', 'code']",0.478
35523,hottentot,Q74571500,"['araeth', 'dychweledig', 'yn', 'sefydliad', 'cenhadol', 'yn', 'bethelsdorp', 'mehefin', 'version', 'edition', 'translation', 'published']",0.41100000000000003
35507,hottentot,Q104068563,"['sheep', 'breed', 'sheep', 'sheep', 'breed']",0.402
35516,hottentot,Q232041,"['sarah', 'baartman', 'human', 'venus', 'sara', 'baartman', 'sartjie', 'baartman', 'sartjee', 'baartman', 'khoikhoi', 'woman']",0.401
35505,hottentots,Q950463,"['hottentot', 'holland', 'natural', 'landscape', 'mountain', 'range', 'western', 'cape', 'south', 'africa']",0.706
35487,hottentots,Q105192793,"['tribal', 'system', 'south', 'study', 'bushman', 'hottentot', 'doctoral', 'thesis', 'doctoral', 'thesis', 'isaac', 'schapera']",0.68
35497,hottentots,Q5912539,"['hottentot', 'holland', 'high', 'school', 'secondary', 'school', 'high', 'school', 'hottentot', 'holland', 'high', 'school', 'high', 'school', 'south', 'africa']",0.625
35492,hottentots,Q12276157,"['gewi', 'gcwi', 'mythical', 'figure', 'hottentot']",0.59
35488,hottentots,Q107231909,"['julu', 'hottentot', 'literary', 'work', 'julu', 'hottentot', 'book', 'odia', 'language']",0.588
35495,hottentots,Q31531084,"['hottentot', 'hollandberge', 'mountain', 'range']",0.564
35496,hottentots,Q459387,"['khoisan', 'ethnic', 'group', 'hottentot', 'ethnic', 'group']",0.551
35506,hottentots,Q99220674,"['catholic', 'encyclopedia', 'hottentot', 'encyclopedia', 'article']",0.495
35503,hottentots,Q8412111,"['hottentot', 'player', 'wikimedia', 'category', 'wikimedia', 'category']",0.486
35493,hottentots,Q12790488,"['guanab', 'ghost', 'hottentot', 'south', 'africa']",0.46
2982,immigrant,Q12547146,"['migrant', 'refugee', 'foreigner', 'seeking', 'gained', 'citizenship', 'current', 'land', 'residency']",0.91
3250,immigrant,Q706601,"['displaced', 'person', 'migrant', 'displacee', 'forced', 'dp', 'displaced', 'people', 'person', 'forcibly', 'removed', 'home', 'home', 'region']",0.8759999999999999
3321,immigrant,Q99743302,"['ancestor', 'kinship', 'ancestor', 'migrated', 'current', 'country']",0.875
3201,immigrant,Q6028431,"['inequality', 'within', 'family', 'united', 'state']",0.851
3069,immigrant,Q2368859,"['undocumented', 'foreigner', 'illegal', 'illegal', 'alien', 'resident', 'state', 'country', 'posse', 'appropriate', 'legal', 'document', 'associated', 'status']",0.85
2983,immigrant,Q1351807,"['remittance', 'money', 'transfer', 'remit', 'remittance', 'remit', 'emigrant', 'remittance', 'remittance', 'emigrant', 'remittance', 'remittance', 'money', 'transfer', 'foreign', 'worker', 'home', 'country']",0.846
3286,immigrant,Q856681,"['illegal', 'immigration', 'illegal', 'migration', 'immigration', 'illegal', 'illegal', 'migration', 'migration', 'people', 'across', 'national', 'border', 'way', 'violates', 'immigration', 'law', 'destination', 'country']",0.846
3458,immigrant,Q55329734,"['royal', 'commission', 'enquiry', 'certain', 'case', 'alleged', 'kidnapping', 'native', 'loyalty', 'island', 'royal', 'commission', 'commission', 'conducted', 'allegation', 'governor', 'new', 'caledonia', 'colonial', 'vessel', 'abducting', 'transporting', 'labourer']",0.845
2888,immigrant,Q111639031,"['long', 'going', 'take', 'seen', 'implication', 'current', 'political', 'climate', 'origin', 'youth', 'thesis', 'thesis']",0.843
3370,immigrant,Q112857887,"['woman', 'new', 'settler', 'groupwork', 'resettlement', 'psychodrama', 'refugee', 'woman', 'living', 'auckland', 'new', 'zealand', 'thesis', 'thesis', 'estelle', 'mendelsohn', 'massey', 'university']",0.841
2315,immigrants,Q1932461,"['migrant', 'human', 'emigrant', 'immigrant', 'person', 'voluntarily', 'involuntarily', 'move', 'another', 'country']",0.885
2708,immigrants,Q19867974,"['healthcare', 'availability', 'undocumented', 'immigrant', 'united', 'state', 'aspect', 'geographic', 'region']",0.8690000000000001
2396,immigrants,Q5251504,"['deferred', 'action', 'childhood', 'arrival', 'daca', 'obama', 'administration', 'immigration', 'policy', 'protects', 'deportation', 'certain', 'undocumented', 'immigrant', 'united', 'state', 'entered', 'country', 'minor']",0.861
2089,immigrants,Q1017280,"['arab', 'diaspora', 'middle', 'east', 'north', 'africa', 'diaspora', 'mena', 'diaspora', 'descendant', 'arab', 'immigrant', 'voluntarily', 'refugee', 'emigrated', 'native', 'land', 'non', 'arab', 'country']",0.8590000000000001
2359,immigrants,Q30678402,"['education', 'immigrant', 'united', 'state', 'aspect', 'geographic', 'region']",0.8540000000000001
2426,immigrants,Q5998962,"['illegal', 'immigrant', 'malaysia', 'aspect', 'geographic', 'region']",0.85
2785,immigrants,Q9340793,"['dispute', 'black', 'hill', 'south', 'dakota', 'black', 'hill', 'dispute', 'history', 'black', 'hill', 'history', 'black', 'hill', 'land', 'ownership', 'conflict', 'native', 'north', 'american', 'people', 'immigrant', 'settler']",0.847
2130,immigrants,Q104729873,"['japanese', 'south', 'pacific', 'mandate', 'immigrant', 'individual', 'country', 'country', 'subject', 'folder', 'folder', 'century', 'press', 'archive']",0.846
2726,immigrants,Q59584063,"['african', 'immigrant', 'washington', 'seeking', 'alternative', 'identity', 'racially', 'divided', 'city', 'thesis', 'doctoral', 'thesis', 'michele', 'habecker']",0.84
2245,immigrants,Q112907533,"['engaging', 'ethnic', 'minority', 'climate', 'change', 'mitigation', 'understanding', 'travel', 'pattern', 'chinese', 'immigrant', 'initiating', 'travel', 'behaviour', 'change', 'auckland', 'thesis', 'thesis', 'xinyue', 'wang', 'university', 'auckland']",0.8370000000000001
19442,indian,Q16910544,"['history', 'native', 'american', 'united', 'state', 'aspect', 'history', 'occurrence', 'history', 'amerindian', 'people', 'native', 'american', 'history', 'american', 'history', 'native', 'american', 'united', 'state', 'history', 'history', 'indigenous', 'people', 'united', 'state']",0.9359999999999999
21511,indian,Q109214210,"['native', 'american', 'religion', 'north', 'america', 'religion', 'native', 'american', 'religion', 'belief', 'system', 'amerindian', 'religion', 'north', 'america', 'north', 'american', 'belief', 'spiritual', 'practice', 'indigenous', 'people', 'america']",0.9209999999999999
20454,indian,Q109132570,"['amerindian', 'literature', 'literature', 'indigenous', 'culture', 'america', 'native', 'american', 'literature', 'american', 'literature', 'indigenous', 'literature', 'america', 'indigenous', 'literature', 'america', 'first', 'people', 'literature', 'literature', 'indigenous', 'people', 'america']",0.9179999999999999
16335,indian,Q20203616,"['reservation', 'type', 'administrative', 'territorial', 'entity', 'land', 'inhabited', 'indigenous', 'people', 'reservation', 'ethnic', 'community', 'reserve', 'reservation', 'indigenous', 'people', 'america', 'usa', 'canada', 'brazil']",0.905
24125,indian,Q888099,"['paleo', 'ethnic', 'group', 'paleoindians', 'paleoamericans', 'paleo', 'people', 'classification', 'term', 'given', 'first', 'people', 'entered', 'american', 'continent']",0.904
20448,indian,Q106595016,"['american', 'law', 'academic', 'discipline', 'academic', 'major', 'specialty', 'field', 'study', 'field', 'work', 'jurisprudence', 'law', 'native', 'american', 'law', 'law', 'legal', 'field', 'relating', 'native', 'american', 'alaska', 'native', 'people', 'indigenous', 'north', 'america']",0.9
24829,indian,Q2633888,"['nationalism', 'nationalism', 'territorial', 'nationalism', 'instance', 'territorial', 'nationalism']",0.897
18368,indian,Q1754503,"['quechan', 'people', 'indigenous', 'people', 'america', 'federally', 'recognized', 'native', 'american', 'tribe', 'united', 'state', 'tribe', 'yuma', 'quechan', 'tribe', 'fort', 'yuma', 'reservation', 'ethnic', 'group', 'federally', 'recognized', 'tribe', 'arizona', 'united', 'state']",0.8959999999999999
15565,indian,Q116054306,"['encampment', 'artistic', 'theme', 'camp', 'camp', 'temporary', 'settlement', 'native', 'american', 'first', 'nation', 'people']",0.8959999999999999
16547,indian,Q5162345,"['native', 'american', 'religion', 'religion', 'ethnic', 'religion', 'american', 'religion', 'religion', 'indigenous', 'people', 'america', 'indigenous', 'religion', 'america', 'amerindian', 'religion', 'native', 'american', 'spirituality', 'system', 'faith', 'worship', 'native', 'american']",0.894
