,term,entity_id,text_1,text_2,text_3,text_4,text_5,check
466,headhunter,Q50719587,"Set 1. No.7: from the ""Headhunter Set""",,['painting by Thomas Nandjiwarra amagula'],['painting'],[],
467,headhunter,Q50719613,"Set 1. No. 3: from the ""Headhunter Set""",,['painting by Thomas Nandjiwarra amagula'],['painting'],[],
468,headhunter,Q18530542,Orde Jonathan Wingate,,"army officer, stock broker and headhunter, only child of Orde Charles Wingate (1944-2000)",['human'],[],
469,headhunters,Q6484187,Land of a Thousand Dances,['Land of 1000 Dances'],single by Chris Kenner and Cannibal & the Headhunters,['single'],[],
470,headhunters,Q104637757,Headhunters from Borneo,,['painting by Feliks Topolski'],['painting'],[],
471,headhunters,Q5313639,Dumas Walker,,1990 single by The Kentucky Headhunters,['single'],[],
472,headhunters,Q3286989,The Headhunters,['Manuel and Victor Santiago'],['Professional wrestling tag team'],['twins'],['male'],
473,headhunters,Q112902608,"Fragments of headhunters : the pattern and causes of depopulation in the New Georgia Group, Western Solomon Islands",,"[""2000 master's thesis by Elisabeth Henrietta Mary McCracken at University of Auckland""]","[""master's thesis""]",[],
474,headhunters,Q7744123,The Kentucky Headhunters discography,"['discography of The Kentucky Headhunters', 'discography from The Kentucky Headhunters']",,['discography'],[],
475,headhunters,Q20902134,Headhunters,,['episode of Gravity Falls'],['television series episode'],[],
476,headhunters,Q2452151,Chelsea Headhunters,,['football firm linked with Chelsea F.C.'],['organization'],[],
477,headhunters,Q113363751,Headhunters Barber Shop & Railway Museum,,"['museum in Enniskillen, Northern Ireland, UK']",['museum'],[],
478,headhunters,Q24255889,Headhunters of the Coral Sea,,['book by Ion Idriess'],['literary work'],[],
479,hermaphrodite,Q104717073,intersex person,"['intersexual person', 'intersexed person', 'intersex people', 'hermaphrodite', 'hermaphroditic person', 'inter* individual', 'intersex-identified person', 'intersexual', 'person with ambiguous genitalia', 'person with intersex condition', 'intersex individual', 'intersex human', 'person with intersex variation', 'intersex persons']","['person born with any of several variations in sex characteristics including chromosomes, gonads, sex hormones or genitals that do not fit the typical definitions for male or female bodies']",['gender identity'],"['gender minority', 'intersex organism', 'human']",True
480,hermaphrodite,Q22294368,feminization of hermaphrodite soma,,['Promotion of female sex and sexual phenotypes in the hermaphroditic soma. An example of this is found in Caenorhabditis elegans.'],['biological process'],['hermaphrodite somatic sex determination'],True
481,hermaphrodite,Q303479,hermaphrodite,,['organism that has complete or partial male and female reproductive organs'],['sex'],"['organism', 'intersex']",True
482,hermaphrodite,Q22294367,masculinization of hermaphrodite soma,,['Promotion of male sex and sexual phenotypes in the hermaphroditic nematode soma. An example of this is found in Caenorhabditis elegans.'],['biological process'],['hermaphrodite somatic sex determination'],True
483,hermaphrodite,Q22294366,hermaphrodite somatic sex determination,,"[""The determination of sex and sexual phenotypes in a hermaphroditic organism's soma. An example of this is found in Caenorhabditis elegans.""]",['biological process'],['somatic sex determination'],True
484,hermaphrodite,Q22294371,masculinization of hermaphroditic germ-line,,The determination of male sex and sexual phenotype in the germ-line of the hermaphrodite. An example of this is found in Caenorhabditis elegans.,['biological process'],['hermaphrodite germ-line sex determination'],True
485,hermaphrodite,Q65035047,hermaphroditic connector,"['hermaphrodite', 'hermaphroditic electrical connector', 'genderless connector']",['connector whose mating surfaces having simultaneous male and female aspects'],[],"['electrical connector', 'connector']",
486,hermaphrodite,Q22302199,regulation of vulval development,,"Any process that modulates the frequency, rate or extent of development of the vulva. Vulval development is the process whose specific outcome is the progression of the egg-laying organ of female and hermaphrodite nematodes over time, from its format",['biological process'],['regulation of developmental process'],
487,hermaphrodite,Q22293384,hermaphrodite genitalia development,,"['The process whose specific outcome is the progression of the hermaphrodite genitalia over time, from formation to the mature structures.']",['biological process'],"['genitalia development', 'gonad development']",
488,hermaphrodite,Q22302200,positive regulation of vulval development,['GO:0040026'],"Any process that activates or increases the frequency, rate or extent of development of the vulva. Vulval development is the process whose specific outcome is the progression of the egg-laying organ of female and hermaphrodite nematodes over time, fr",['biological process'],"['regulation of vulval development', 'positive regulation of developmental process']",
489,hermaphrodites,Q104865018,Trioecy,,"presence of males, females, and hermaphrodites in a population",[],[],True
490,hermaphrodites,Q19071030,Intrigues of Hermaphrodites and Masculine Females,,,[],[],True
491,hermaphrodites,Q8447813,Category:Fictional androgynes,['Category:Fictional hermaphrodites'],['Wikimedia category'],['Wikimedia category'],[],True
492,hermaphrodites,Q29259740,Hermaphrodites with Attitude,['Hermaphrodites with attitudes'],['journal'],['academic journal'],[],True
493,hermaphrodites,Q55920120,Category:Androgynes and hermaphrodites deities,,['Wikimedia category'],['Wikimedia category'],[],True
494,homo,Q1067692,gay pornography,"['homo porn', 'gay male porn']",['the representation of sexual activity between men'],['pornography genre'],"['pornography', 'LGBT pornography']",
495,homo,Q109291096,LGBT pornography,"['gay porn', 'homo porn']","['pornography depicting sexual relations between gay men, lesbians, bisexuals, or transgender people']",['film genre'],['pornography'],
496,homo,Q95724150,Liddy Bacroff,['Heinrich Habitz'],victim of Nazi Germany homo- and transphobic persecution,['human'],[],
497,homo,Q5,human,"['human being', 'humankind', 'people', 'homosapiens', 'mankind', 'peoplekind', 'humans', 'Human', 'individual', 'individuals', 'man', 'men']","common name of Homo sapiens, unique extant species of the genus Homo, from embryo to adult",['organisms known by a particular common name'],"['natural person', 'omnivore', 'mammal', 'person']",
498,homo,Q78644404,Christ Shown to the People (Ecce Homo),,['painting by Titian (Tiziano Vecellio)'],['painting'],[],
499,homo,Q50299201,IQGAP1 binds CDH1:CTTNB1:CTTNA1 and MEN1,,An instance of the biological reaction in Homo sapiens with Reactome ID (R-HSA-5672304),['biological process'],[],
500,homo,Q45316543,Defective MAN1B1 causes MRT15,,An instance of the biological pathway in Homo sapiens with Reactome ID (R-HSA-4793950),['biological pathway'],[],
501,homo,Q97501247,Ecce Homo,,['painting by Luis de Morales (Hispanic Society)'],['painting'],[],
502,homo,Q1797885,LB1,"['Liang Bua 1', 'Little Lady of Flores', 'Flo']",holotype of Homo floresiensis,"['Hominin fossil', 'skeleton', 'holotype']",[],
503,homo,Q50292487,Interleukin-1 family are secreted,,An instance of the biological reaction in Homo sapiens with Reactome ID (R-HSA-449058),['biological process'],[],
504,homos,Q62090705,Trans Homos DZ,['TransHomosDZ'],['Algerian LGBTI organization'],"['organization', 'LGBTQ+ rights organization']",[],
505,homos,Q98628861,2 Homos Lesbian Podcast,,['audio podcast'],['podcast'],[],
506,homos,Q7227359,Pomo Afro Homos,,,[],[],
507,homosexual,Q592,gay,"['homosexual person', 'homosexuals', 'homosexual people', 'gay people', 'gay person', 'ghey', 'ゲイ']",['term referring to a homosexual person or the trait of homosexuality'],"['sexual orientation', 'sexual minority']","['LGBT', 'homosexuality']",
508,homosexual,Q113286753,homosexual,"['homosexual person', 'homosexuals', 'homosexual people']",['term referring to a homosexual person or the trait of homosexuality'],"['sexual orientation', 'sexual minority']",['LGBT'],
509,homosexual,Q849216,ex-gay movement,,movement that encourages people to refrain from homosexual relationships,['social movement'],[],
510,homosexual,Q1940866,mixed-orientation marriage,"['mixed-orientation relationship', 'Marriage between homosexual and heterosexual partners']",['marriage between partners of differing sexual orientations'],[],['marriage'],
511,homosexual,Q116185205,homosexual sexual practices,,['sexual relationships between two people of the same gender'],[],['human sexual behavior'],True
512,homosexual,Q30913057,homosexual seduction theory,,['controversial sexological theory suggesting that homosexuality is spread through intergenerational seductive sex'],[],['obsolete medical term'],
513,homosexual,Q2256824,gay skinhead,"['queerskin', 'gayskin']",any homosexual person who identifies with the skinhead subculture,[],['skinhead'],True
514,homosexual,Q24707892,homoflexibility,['homoflexible'],"basically homosexual orientation, but with some heterosexual activity",['sexual orientation'],['bisexuality'],
515,homosexual,Q18349935,homosexual transsexual,"['HsTs', 'HSTS', 'hsts']","[""transsexual who are exclusively attracted to this transsexual's assigned sex or gender.""]",[],['transgender'],True
516,homosexual,Q211354,pederasty,['paederasty'],"homosexual love between a man and an older child or adolescent; in the past, it was a term defining male homosexuality in general",['interpersonal relationship'],['sexual relationship'],True
517,homosexuals,Q592,gay,"['homosexual person', 'homosexuals', 'homosexual people', 'gay people', 'gay person', 'ghey', 'ゲイ']",['term referring to a homosexual person or the trait of homosexuality'],"['sexual orientation', 'sexual minority']","['LGBT', 'homosexuality']",True
518,homosexuals,Q113286753,homosexual,"['homosexual person', 'homosexuals', 'homosexual people']",['term referring to a homosexual person or the trait of homosexuality'],"['sexual orientation', 'sexual minority']",['LGBT'],True
519,homosexuals,Q7409219,same gender loving,,identifying term for African American homosexuals and bisexuals,['sexual orientation'],"['homosexuality', 'bisexuality']",True
520,homosexuals,Q718858,persecution of homosexuals in Nazi Germany,,"['discrimination, torture, and murder concerning homosexual people in Nazi Germany']",['aspect of history'],"['persecution of LGBT people in Nazi Germany', 'homosexuality', 'homosexuality in Germany']",True
521,homosexuals,Q109480297,closeted gay men,"['closeted gay man', 'closeted male homosexuals']",['homosexual men who have not publicly disclosed their sexual orientation'],['gay man'],[],True
522,homosexuals,Q10513030,HBT-socialdemocrats,"['Homosexuals, Bisexuals, Transgender-socialdemocrats', 'Homosexuals, Bisexuals, Trans-socialdemocrats', 'HBTS']",['Swedish LGBT political organisation'],['political organization'],[],True
523,homosexuals,Q5891758,Homosexuals Anonymous,['HA'],['organization'],"['organization', 'Christian organization']",[],
524,homosexuals,Q42711103,I don’t see why homosexuals feel they should have their own newspapers any more than people who like aubergines': The Creation and Construction of Homosexual Group Identity between 1962 and 1985,,,['article'],[],True
