,term,QID,wd_bow,cs_wm_only
96839,hermaphrodite,Q22294367,"['masculinization', 'soma', 'biological', 'process', 'somatic', 'sex', 'determination', 'promotion', 'male', 'sex', 'sexual', 'phenotype', 'hermaphroditic', 'nematode', 'example', 'found', 'caenorhabditis']",0.728
96862,hermaphrodite,Q245104,"['gland', 'gonad', 'sex', 'organ', 'sexual', 'gland', 'produce', 'cell', 'type', 'responsible', 'reproduction', 'sperm', 'ovum']",0.7140000000000001
96841,hermaphrodite,Q22294369,"['germ', 'line', 'sex', 'determination', 'biological', 'process', 'germ', 'line', 'sex', 'determination', 'determination', 'sex', 'sexual', 'phenotype', 'germ', 'line']",0.7090000000000001
96879,hermaphrodite,Q65035047,"['hermaphroditic', 'connector', 'electrical', 'connector', 'connector', 'hermaphroditic', 'electrical', 'connector', 'genderless', 'connector', 'connector', 'whose', 'mating', 'surface', 'simultaneous', 'male', 'female', 'aspect']",0.596
96807,hermaphrodites,Q104865018,"['trioecy', 'presence', 'male', 'female', 'hermaphrodite', 'population']",0.5820000000000001
96808,hermaphrodites,Q19071030,"['intrigue', 'hermaphrodite', 'masculine', 'female']",0.57
96809,hermaphrodites,Q29259740,"['hermaphrodite', 'attitude', 'academic', 'journal', 'hermaphrodite', 'attitude', 'journal']",0.478
96814,hermaphrodites,Q8447813,"['androgyne', 'wikimedia', 'category', 'hermaphrodite', 'wikimedia', 'category']",0.401
96813,hermaphrodites,Q55920120,"['hermaphrodite', 'deity', 'wikimedia', 'category', 'wikimedia', 'category']",0.316
25179,homo,Q99938170,"['bigg', 'bos', 'hindi', 'season', 'reality', 'show']",
25178,homos,Q99938170,"['bigg', 'bos', 'hindi', 'season', 'reality', 'show']",
59627,homosexual,Q592,"['gay', 'sexual', 'orientation', 'sexual', 'minority', 'lgbt', 'homosexuality', 'person', 'people', 'gay', 'people', 'gay', 'person', 'ghey', 'ゲイ', 'term', 'referring', 'person', 'trait', 'homosexuality']",0.882
59495,homosexual,Q113286753,"['sexual', 'orientation', 'sexual', 'minority', 'lgbt', 'person', 'people', 'term', 'referring', 'person', 'trait', 'homosexuality']",0.872
59616,homosexual,Q5528686,"['gay', 'men', 'united', 'state', 'history', 'history', 'gay', 'men', 'united', 'state', 'history', 'american', 'gay', 'men', 'gay', 'men', 'american', 'history', 'history', 'examining', 'gay', 'men', 'male', 'experience', 'united', 'state']",0.867
59602,homosexual,Q3733035,"['gay', 'exorcism', 'exorcism', 'exorcism', 'intended', 'homosexuality', 'individual']",0.858
59666,homosexual,Q771738,"['report', 'departmental', 'committee', 'offence', 'prostitution', 'document', 'wolfenden', 'report', 'document', 'produced', 'committee', 'headed', 'sir', 'john', 'wolfenden', 'recommending', 'consensual', 'homosexuality', 'decriminalised', 'united', 'kingdom', 'eventually', 'leading', 'passage', 'sexual', 'offence', 'act']",0.855
59655,homosexual,Q65538842,"['promoting', 'safer', 'sex', 'bisexual', 'men', 'use', 'methamphetamine', 'clinical', 'trial', 'clinical', 'trial']",0.8540000000000001
59312,homosexual,Q109480297,"['closeted', 'gay', 'men', 'closeted', 'gay', 'man', 'closeted', 'male', 'men', 'publicly', 'disclosed', 'sexual', 'orientation']",0.852
59522,homosexual,Q116185205,"['sexual', 'practice', 'human', 'sexual', 'behavior', 'sexual', 'relationship', 'two', 'people', 'gender']",0.852
59583,homosexual,Q24707892,"['homoflexibility', 'homoflexible', 'basically', 'orientation', 'heterosexual', 'activity']",0.847
59575,homosexual,Q211354,"['pederasty', 'paederasty', 'love', 'man', 'older', 'child', 'past', 'term', 'defining', 'male', 'homosexuality', 'general']",0.843
59209,homosexuals,Q592,"['gay', 'sexual', 'orientation', 'sexual', 'minority', 'lgbt', 'homosexuality', 'homosexual', 'person', 'homosexual', 'homosexual', 'people', 'gay', 'people', 'gay', 'person', 'ghey', 'ゲイ', 'term', 'referring', 'homosexual', 'person', 'trait', 'homosexuality']",0.882
59195,homosexuals,Q113286753,"['homosexual', 'sexual', 'orientation', 'sexual', 'minority', 'lgbt', 'homosexual', 'person', 'homosexual', 'homosexual', 'people', 'term', 'referring', 'homosexual', 'person', 'trait', 'homosexuality']",0.872
59216,homosexuals,Q718858,"['persecution', 'homosexual', 'nazi', 'germany', 'aspect', 'history', 'persecution', 'lgbt', 'people', 'nazi', 'germany', 'homosexuality', 'homosexuality', 'germany', 'discrimination', 'torture', 'murder', 'concerning', 'homosexual', 'people', 'nazi', 'germany']",0.853
59192,homosexuals,Q109480297,"['closeted', 'gay', 'men', 'gay', 'man', 'closeted', 'gay', 'man', 'closeted', 'male', 'homosexual', 'homosexual', 'men', 'publicly', 'disclosed', 'sexual', 'orientation']",0.852
59218,homosexuals,Q7409219,"['gender', 'loving', 'identifying', 'term', 'african', 'american', 'homosexual', 'bisexual']",0.802
59188,homosexuals,Q10513030,"['hbt', 'socialdemocrats', 'political', 'organization', 'homosexual', 'bisexual', 'transgender', 'socialdemocrats', 'homosexual', 'bisexual', 'trans', 'socialdemocrats', 'hbts', 'swedish', 'lgbt', 'political', 'organisation']",0.797
59198,homosexuals,Q15647039,"['murder', 'vladislav', 'tornovoy', 'vladislav', 'murder', 'vladislav', 'tornovoy', 'murder', 'killing', 'vladislav', 'tornovoy', 'vladislav', 'killing', 'vladislav', 'tornovoy', 'killing', 'resonance', 'murder', 'russian', 'citizen', 'based', 'hatred', 'homosexual']",0.7879999999999999
59224,homosexuals,Q92953145,"['gay', 'fascism', 'discredited', 'idea', 'homosexual', 'numerous', 'prominent', 'group', 'nazi', 'party']",0.7809999999999999
59199,homosexuals,Q23786616,"['memorial', 'gay', 'lesbian', 'persecuted', 'nai', 'regime', 'lgbt', 'historic', 'place', 'memorial', 'cautionary', 'monument', 'monument', 'homosexual', 'persecuted', 'national', 'socialism', 'lgbt', 'memorial', 'germany']",0.779
59203,homosexuals,Q42711103,"['see', 'homosexual', 'feel', 'newspaper', 'people', 'like', 'creation', 'construction', 'homosexual', 'group', 'identity', 'article']",0.7759999999999999
35522,hottentot,Q49931984,"['creek', 'natural', 'watercourse', 'natural', 'watercourse', 'plumas', 'county', 'california', 'united', 'state', 'america']",0.698
35513,hottentot,Q1631241,"['name', 'antiquated', 'term', 'khoisan', 'people', 'southern']",0.657
35515,hottentot,Q219252,"['amaqaba', 'ethnic', 'group', 'african', 'people', 'khoe', 'khoe', 'khoe', 'khoekhoe', 'khoi', 'khoi', 'khoekhoen', 'ethnic', 'group']",0.562
35525,hottentot,Q79996196,"['apron', 'photograph', 'photograph', 'sol', 'mednick', 'american', 'letter', 'edged', 'black', 'press']",0.5489999999999999
35526,hottentot,Q79996200,"['apron', 'plaque', 'photograph', 'photograph', 'sol', 'mednick', 'american', 'letter', 'edged', 'black', 'press']",0.542
35517,hottentot,Q24234145,"['proclamation', 'proclamation', 'caledon', 'code']",0.43799999999999994
35523,hottentot,Q74571500,"['araeth', 'dychweledig', 'yn', 'sefydliad', 'cenhadol', 'yn', 'bethelsdorp', 'mehefin', 'version', 'edition', 'translation', 'published']",0.43200000000000005
35514,hottentot,Q20504679,"['woman', 'child', 'painting', 'painting', 'antonion', 'zeno', 'shindler']",0.423
35521,hottentot,Q34710902,"['gulch', 'ravine', 'ravine', 'tristan', 'da', 'cunha', 'united', 'kingdom']",0.39299999999999996
35509,hottentot,Q15866856,"['gramophone', 'short', 'film', 'gramophone', 'short', 'movie', 'directed', 'lewin', 'fitzhamon']",0.349
35505,hottentots,Q950463,"['hottentot', 'holland', 'natural', 'landscape', 'mountain', 'range', 'western', 'cape', 'south', 'africa']",0.743
35487,hottentots,Q105192793,"['tribal', 'system', 'south', 'study', 'bushman', 'hottentot', 'doctoral', 'thesis', 'doctoral', 'thesis', 'isaac', 'schapera']",0.659
35497,hottentots,Q5912539,"['hottentot', 'holland', 'high', 'school', 'secondary', 'school', 'high', 'school', 'hottentot', 'holland', 'high', 'school', 'high', 'school', 'south', 'africa']",0.627
35495,hottentots,Q31531084,"['hottentot', 'hollandberge', 'mountain', 'range']",0.5710000000000001
35492,hottentots,Q12276157,"['gewi', 'gcwi', 'mythical', 'figure', 'hottentot']",0.545
35488,hottentots,Q107231909,"['julu', 'hottentot', 'literary', 'work', 'julu', 'hottentot', 'book', 'odia', 'language']",0.518
35493,hottentots,Q12790488,"['guanab', 'ghost', 'hottentot', 'south', 'africa']",0.505
35496,hottentots,Q459387,"['khoisan', 'ethnic', 'group', 'hottentot', 'ethnic', 'group']",0.5
35503,hottentots,Q8412111,"['hottentot', 'player', 'wikimedia', 'category', 'wikimedia', 'category']",0.44299999999999995
35506,hottentots,Q99220674,"['catholic', 'encyclopedia', 'hottentot', 'encyclopedia', 'article']",0.431
3535,immigrant,Q93784933,"['structure', 'stratigraphy', 'triassic', 'rock', 'canyon', 'area', 'northeast', 'elko', 'county', 'nevada', 'thesis']",0.754
3136,immigrant,Q49933888,"['creek', 'natural', 'watercourse', 'natural', 'watercourse', 'elko', 'county', 'nevada', 'united', 'state', 'america']",0.691
2821,immigrant,Q104729356,"['german', 'south', 'west', 'africa', 'care', 'country', 'subject', 'folder', 'folder', 'century', 'press', 'archive']",0.6809999999999999
3301,immigrant,Q95686258,"['leon', 'lippert', 'german', 'united', 'state', 'trained', 'painter', 'cincinnati', 'painted', 'portrait', 'life', 'study', 'landscape', 'still', 'life', 'mural', 'church', 'decoration', 'commercial', 'illustration']",0.6809999999999999
3440,immigrant,Q38251912,"['lowenstein', 'brother', 'building', 'historic', 'building', 'memphis', 'tennessee', 'built', 'lowenstein', 'company', 'clothing', 'company', 'founded', 'benedict', 'lowenstein', 'german']",0.6779999999999999
3447,immigrant,Q49701178,"['waterhole', 'reservoir']",0.677
3257,immigrant,Q72377261,"['lawrence', 'history', 'center', 'massachusetts', 'historical', 'society', 'city', 'archive', 'lawrence', 'history', 'center', 'massachusetts', 'lawrence', 'history', 'center', 'historical', 'society', 'massachusetts', 'united', 'state']",0.6709999999999999
3538,immigrant,Q94423772,"['north', 'dakota', 'manifest', 'arrival', 'familysearch', 'historical', 'record', 'digital', 'collection']",0.67
3103,immigrant,Q28447526,"['south', 'texas', 'detention', 'facility', 'detention', 'center', 'texas', 'united', 'state']",0.6679999999999999
3435,immigrant,Q30284014,"['refugee', 'center', 'nonprofit', 'organization', 'nonprofit', 'organization', 'salt', 'lake', 'city', 'united', 'state']",0.6659999999999999
2221,immigrants,Q112042157,"['west', 'denmark', 'historical', 'region', 'usa', 'preferred', 'settlement', 'area', 'danish', 'immigrant']",0.742
2382,immigrants,Q4745635,"['american', 'india', 'expatriate', 'immigrant', 'united', 'state', 'living', 'india', 'well', 'locally', 'born', 'descendant']",0.737
2363,immigrants,Q3309134,"['arab', 'culture', 'arabic', 'culture', 'culture', 'carried', 'upheld', 'family', 'arabic', 'language', 'middle', 'east', 'north', 'africa', 'immigrant', 'elsewhere']",0.736
2785,immigrants,Q9340793,"['dispute', 'black', 'hill', 'south', 'dakota', 'black', 'hill', 'dispute', 'history', 'black', 'hill', 'history', 'black', 'hill', 'land', 'ownership', 'conflict', 'native', 'north', 'american', 'people', 'immigrant', 'settler']",0.731
2089,immigrants,Q1017280,"['arab', 'diaspora', 'middle', 'east', 'north', 'africa', 'diaspora', 'mena', 'diaspora', 'descendant', 'arab', 'immigrant', 'voluntarily', 'refugee', 'emigrated', 'native', 'land', 'non', 'arab', 'country']",0.726
2204,immigrants,Q111195094,"['import', 'near', 'eastern', 'contact', 'iron', 'age', 'crete', 'literary', 'work']",0.713
2353,immigrants,Q2900527,"['ade', 'synagogue', 'also', 'known', 'great', 'synagogue', 'ade', 'glorious', 'aleppo', 'community', 'located', 'nachlaot', 'neighborhood', 'established', 'syrian', 'immigrant']",0.6990000000000001
2649,immigrants,Q111809376,"['ireland', 'waste', 'century', 'flood', 'repopulated', 'immigrant', 'narrative', 'motif', 'motif', 'ireland', 'waste', 'century', 'flood', 'repopulated', 'narrative', 'motif', 'documented', 'motif', 'index', 'folk', 'literature']",0.6940000000000001
2729,immigrants,Q59623343,"['basque', 'born', 'wherever', 'want', 'qualitative', 'study', 'intra', 'state', 'immigrant', 'basque', 'nationalist', 'movement', 'thesis', 'doctoral', 'thesis', 'nicholas', 'hutcheon']",0.6890000000000001
2123,immigrants,Q104729357,"['german', 'south', 'west', 'africa', 'immigrant', 'individual', 'country', 'country', 'subject', 'folder', 'folder', 'century', 'press', 'archive']",0.688
16335,indian,Q20203616,"['reservation', 'type', 'administrative', 'territorial', 'entity', 'land', 'inhabited', 'indigenous', 'people', 'reservation', 'ethnic', 'community', 'reserve', 'reservation', 'indigenous', 'people', 'america', 'usa', 'canada', 'brazil']",0.89
19442,indian,Q16910544,"['history', 'native', 'american', 'united', 'state', 'aspect', 'history', 'occurrence', 'history', 'amerindian', 'people', 'native', 'american', 'history', 'american', 'history', 'native', 'american', 'united', 'state', 'history', 'history', 'indigenous', 'people', 'united', 'state']",0.88
24125,indian,Q888099,"['paleo', 'ethnic', 'group', 'paleoindians', 'paleoamericans', 'paleo', 'people', 'classification', 'term', 'given', 'first', 'people', 'entered', 'american', 'continent']",0.8759999999999999
20454,indian,Q109132570,"['amerindian', 'literature', 'literature', 'indigenous', 'culture', 'america', 'native', 'american', 'literature', 'american', 'literature', 'indigenous', 'literature', 'america', 'indigenous', 'literature', 'america', 'first', 'people', 'literature', 'literature', 'indigenous', 'people', 'america']",0.8759999999999999
16739,indian,Q90957522,"['reserved', 'scheduled', 'tribe', 'restriction', 'something', 'india', 'member', 'group', 'considered', 'indigenous', 'subcontinent']",0.872
18368,indian,Q1754503,"['quechan', 'people', 'indigenous', 'people', 'america', 'federally', 'recognized', 'native', 'american', 'tribe', 'united', 'state', 'tribe', 'yuma', 'quechan', 'tribe', 'fort', 'yuma', 'reservation', 'ethnic', 'group', 'federally', 'recognized', 'tribe', 'arizona', 'united', 'state']",0.863
17766,indian,Q7999949,"['wikwemikong', 'unceded', 'reserve', 'human', 'settlement', 'reservation', 'canada', 'wikwemikong', 'unceded', 'human', 'settlement', 'ontario', 'canada']",0.862
21511,indian,Q109214210,"['native', 'american', 'religion', 'north', 'america', 'religion', 'native', 'american', 'religion', 'belief', 'system', 'amerindian', 'religion', 'north', 'america', 'north', 'american', 'belief', 'spiritual', 'practice', 'indigenous', 'people', 'america']",0.861
24829,indian,Q2633888,"['nationalism', 'nationalism', 'territorial', 'nationalism', 'instance', 'territorial', 'nationalism']",0.857
20448,indian,Q106595016,"['american', 'law', 'academic', 'discipline', 'academic', 'major', 'specialty', 'field', 'study', 'field', 'work', 'jurisprudence', 'law', 'native', 'american', 'law', 'law', 'legal', 'field', 'relating', 'native', 'american', 'alaska', 'native', 'people', 'indigenous', 'north', 'america']",0.855
10969,indians,Q392316,"['first', 'nation', 'indigenous', 'people', 'canada', 'indigenous', 'people', 'america', 'indian', 'native', 'term', 'used', 'indigenous', 'people', 'canada']",0.8859999999999999
11506,indians,Q888099,"['paleo', 'indian', 'ethnic', 'group', 'paleoindians', 'paleoamericans', 'paleo', 'indian', 'people', 'classification', 'term', 'given', 'first', 'people', 'entered', 'american', 'continent']",0.8759999999999999
11508,indians,Q907924,"['plain', 'indian', 'cultural', 'region', 'ethnic', 'group', 'interior', 'plain', 'indian', 'indigenous', 'people', 'great', 'plain', 'canadian', 'prairie', 'native', 'american', 'first', 'nation', 'people', 'great', 'plain', 'north', 'america']",0.8740000000000001
9707,indians,Q11334570,"['black', 'indian', 'united', 'state', 'people', 'african', 'native', 'american', 'native', 'american', 'people', 'significant', 'african', 'american', 'heritage']",0.866
11495,indians,Q852431,"['puebloan', 'people', 'isolated', 'human', 'group', 'ethnic', 'group', 'indigenous', 'people', 'america', 'pueblo', 'people', 'pueblo', 'pueblo', 'indian', 'native', 'american', 'southwestern', 'united', 'state']",0.86
12723,indians,Q28943952,"['american', 'indian', 'today', 'current', 'problem', 'describing', 'current', 'problem', 'indian']",0.858
11107,indians,Q49297,"['native', 'american', 'united', 'state', 'ethnic', 'group', 'residency', 'indigenous', 'people', 'north', 'america', 'american', 'native', 'american', 'american', 'indian', 'indian', 'indian', 'united', 'state', 'indian', 'first', 'american', 'indigenous', 'american', 'indigenous', 'people', 'united', 'state', 'amerindian', 'american', 'indigenous', 'people', 'united', 'state']",0.857
13093,indians,Q111642615,"['forest', 'representation', 'medicine', 'american', 'indian', 'kickapoo', 'indian', 'medicine', 'company', 'advertisement', 'thesis', 'thesis']",0.856
