term,QID,wd_bow,spacy_cs,check,link_wd
homosexual,Q110769450,"sex, position, sex, position, sex, position, gay, sexual, practice",0.85,TRUE,https://www.wikidata.org/wiki/Q110769450
homosexual,Q109088093,"gay, identity, gay, male, identity, identity, men",0.84,TRUE,https://www.wikidata.org/wiki/Q109088093
homosexual,Q7311418,"religious, view, sex, marriage, religious, view, religion, sex, marriage, religion, marriage, sex, marriage, religion, marriage, religion, view, religious, leader, social, issue",0.835,TRUE,https://www.wikidata.org/wiki/Q7311418
homosexual,Q211354,"pederasty, paederasty, love, man, older, child, past, term, defining, male, homosexuality, general",0.826,TRUE,https://www.wikidata.org/wiki/Q211354
homosexual,Q109482678,"disabled, gay, men, gay, men, disability, men, physical, mental, disability",0.822,TRUE,https://www.wikidata.org/wiki/Q109482678
homosexual,Q25267449,"transgender, lesbian, translesbian, trans, lesbian, lesbian, transgender, woman, trans, lesbian, woman, transgender, lesbian, woman, lesbian, trans, female, lesbian, transgender, female, trans, lesbian, female, transgender, lesbian, female, lesbian, trans, woman, transgender, female",0.812,TRUE,https://www.wikidata.org/wiki/Q25267449
homosexuals,Q592,"gay, sexual, orientation, sexual, minority, lgbt, homosexuality, homosexual, person, homosexual, homosexual, people, gay, people, gay, person, ghey, ゲイ, term, referring, homosexual, person, trait, homosexuality",0.987,TRUE,https://www.wikidata.org/wiki/Q592
homosexuals,Q113286753,"homosexual, sexual, orientation, sexual, minority, lgbt, homosexual, person, homosexual, homosexual, people, term, referring, homosexual, person, trait, homosexuality",0.968,TRUE,https://www.wikidata.org/wiki/Q113286753
homosexuals,Q109480297,"closeted, gay, men, gay, man, closeted, gay, man, closeted, male, homosexual, homosexual, men, publicly, disclosed, sexual, orientation",0.875,TRUE,https://www.wikidata.org/wiki/Q109480297
homosexuals,Q10513030,"hbt, socialdemocrats, political, organization, homosexual, bisexual, transgender, socialdemocrats, homosexual, bisexual, trans, socialdemocrats, hbts, swedish, lgbt, political, organisation",0.84,TRUE,https://www.wikidata.org/wiki/Q10513030
homosexuals,Q109660473,"homosexual, literature, gay, literature, literature, homosexual",0.831,TRUE,https://www.wikidata.org/wiki/Q109660473
homosexuals,Q718858,"persecution, homosexual, nazi, germany, aspect, history, persecution, lgbt, people, nazi, germany, homosexuality, homosexuality, germany, discrimination, torture, murder, concerning, homosexual, people, nazi, germany",0.83,TRUE,https://www.wikidata.org/wiki/Q718858
homosexuals,Q7409219,"gender, loving, identifying, term, african, american, homosexual, bisexual",0.819,TRUE,https://www.wikidata.org/wiki/Q7409219
homosexuals,Q92953145,"gay, fascism, discredited, idea, homosexual, numerous, prominent, group, nazi, party",0.786,TRUE,https://www.wikidata.org/wiki/Q92953145
homosexuals,Q42711103,"see, homosexual, feel, newspaper, people, like, creation, construction, homosexual, group, identity, article",0.784,TRUE,https://www.wikidata.org/wiki/Q42711103
homosexuals,Q7100479,"order, chaeronea, secret, society, homosexual",0.73,TRUE,https://www.wikidata.org/wiki/Q7100479
hottentot,Q1631241,"name, antiquated, term, khoisan, people, southern",0.807,TRUE,https://www.wikidata.org/wiki/Q1631241
hottentot,Q49931984,"creek, natural, watercourse, natural, watercourse, plumas, county, california, united, state, america",0.79,FALSE,https://www.wikidata.org/wiki/Q49931984
hottentot,Q219252,"amaqaba, ethnic, group, african, people, khoe, khoe, khoe, khoekhoe, khoi, khoi, khoekhoen, ethnic, group",0.648,TRUE,https://www.wikidata.org/wiki/Q219252
hottentot,Q79996196,"apron, photograph, photograph, sol, mednick, american, letter, edged, black, press",0.645,TRUE,https://www.wikidata.org/wiki/Q79996196
hottentot,Q79996200,"apron, plaque, photograph, photograph, sol, mednick, american, letter, edged, black, press",0.627,TRUE,https://www.wikidata.org/wiki/Q79996200
hottentot,Q20504679,"woman, child, painting, painting, antonion, zeno, shindler",0.567,TRUE,https://www.wikidata.org/wiki/Q20504679
hottentot,Q24234145,"proclamation, proclamation, caledon, code",0.56,TRUE,https://www.wikidata.org/wiki/Q24234145
hottentot,Q15866856,"gramophone, short, film, gramophone, short, movie, directed, lewin, fitzhamon",0.418,TRUE,https://www.wikidata.org/wiki/Q15866856
hottentot,Q232041,"sarah, baartman, human, venus, sara, baartman, sartjie, baartman, sartjee, baartman, khoikhoi, woman",0.406,TRUE,https://www.wikidata.org/wiki/Q232041
hottentot,Q34710902,"gulch, ravine, ravine, tristan, da, cunha, united, kingdom",0.382,FALSE,https://www.wikidata.org/wiki/Q34710902
hottentots,Q950463,"hottentot, holland, natural, landscape, mountain, range, western, cape, south, africa",0.75,FALSE,https://www.wikidata.org/wiki/Q950463
hottentots,Q105192793,"tribal, system, south, study, bushman, hottentot, doctoral, thesis, doctoral, thesis, isaac, schapera",0.657,TRUE,https://www.wikidata.org/wiki/Q105192793
hottentots,Q31531084,"hottentot, hollandberge, mountain, range",0.624,FALSE,https://www.wikidata.org/wiki/Q31531084
hottentots,Q107231909,"julu, hottentot, literary, work, julu, hottentot, book, odia, language",0.589,FALSE,https://www.wikidata.org/wiki/Q107231909
hottentots,Q5912539,"hottentot, holland, high, school, secondary, school, high, school, hottentot, holland, high, school, high, school, south, africa",0.585,FALSE,https://www.wikidata.org/wiki/Q5912539
hottentots,Q12276157,"gewi, gcwi, mythical, figure, hottentot",0.579,TRUE,https://www.wikidata.org/wiki/Q12276157
hottentots,Q459387,"khoisan, ethnic, group, hottentot, ethnic, group",0.573,TRUE,https://www.wikidata.org/wiki/Q459387
hottentots,Q8412111,"hottentot, player, wikimedia, category, wikimedia, category",0.529,FALSE,https://www.wikidata.org/wiki/Q8412111
hottentots,Q8843750,"haute, hottentot, player, wikimedia, category, wikimedia, category",0.506,FALSE,https://www.wikidata.org/wiki/Q8843750
hottentots,Q12790488,"guanab, ghost, hottentot, south, africa",0.487,TRUE,https://www.wikidata.org/wiki/Q12790488
immigrant,Q12547146,"migrant, refugee, foreigner, seeking, gained, citizenship, current, land, residency",0.903,TRUE,https://www.wikidata.org/wiki/Q12547146
immigrant,Q706601,"displaced, person, migrant, displacee, forced, dp, displaced, people, person, forcibly, removed, home, home, region",0.855,TRUE,https://www.wikidata.org/wiki/Q706601
immigrant,Q4745593,"americanization, americanization, immigration, process, united, state, becoming, person, share, american, value, belief, custom, assimilated, american, society",0.841,TRUE,https://www.wikidata.org/wiki/Q4745593
immigrant,Q2368859,"undocumented, foreigner, illegal, illegal, alien, resident, state, country, posse, appropriate, legal, document, associated, status",0.834,TRUE,https://www.wikidata.org/wiki/Q2368859
immigrant,Q6028431,"inequality, within, family, united, state",0.826,TRUE,https://www.wikidata.org/wiki/Q6028431
immigrant,Q856681,"illegal, immigration, illegal, migration, immigration, illegal, illegal, migration, migration, people, across, national, border, way, violates, immigration, law, destination, country",0.826,TRUE,https://www.wikidata.org/wiki/Q856681
immigrant,Q99743302,"ancestor, kinship, ancestor, migrated, current, country",0.823,TRUE,https://www.wikidata.org/wiki/Q99743302
immigrant,Q16985639,"illegal, population, united, state, overview, illegal, population, united, state",0.814,TRUE,https://www.wikidata.org/wiki/Q16985639
immigrant,Q105757214,"andolan, organizing, south, asian, worker, non, governmental, membership, based, group, new, york, city, area, organizes, advocate, behalf, south, asian, worker, retail, food, service, domestic, work, industry, many",0.811,TRUE,https://www.wikidata.org/wiki/Q105757214
immigrant,Q6467209,"labor, certification, immigration, process, step, stated, goal, worker, labor, market, ensuring, foreign, worker, seeking, visa, classification, displacing, equally, qualified",0.809,TRUE,https://www.wikidata.org/wiki/Q6467209
immigrants,Q1932461,"migrant, human, emigrant, immigrant, person, voluntarily, involuntarily, move, another, country",0.911,TRUE,https://www.wikidata.org/wiki/Q1932461
immigrants,Q19867974,"healthcare, availability, undocumented, immigrant, united, state, aspect, geographic, region",0.88,TRUE,https://www.wikidata.org/wiki/Q19867974
immigrants,Q5251504,"deferred, action, childhood, arrival, daca, obama, administration, immigration, policy, protects, deportation, certain, undocumented, immigrant, united, state, entered, country, minor",0.873,TRUE,https://www.wikidata.org/wiki/Q5251504
immigrants,Q5333512,"economic, impact, illegal, immigrant, united, state, effect, illegal, immigrant, bring, america",0.862,TRUE,https://www.wikidata.org/wiki/Q5333512
immigrants,Q30678402,"education, immigrant, united, state, aspect, geographic, region",0.862,TRUE,https://www.wikidata.org/wiki/Q30678402
immigrants,Q5998962,"illegal, immigrant, malaysia, aspect, geographic, region",0.859,TRUE,https://www.wikidata.org/wiki/Q5998962
immigrants,Q22908940,"hometown, association, hometown, society, mutual, aid, society, immigrant, city, village, region",0.847,TRUE,https://www.wikidata.org/wiki/Q22908940
immigrants,Q109557742,"mexican, diaspora, mexican, immigration, emigrant, immigrant, mexico, living, around, world",0.845,TRUE,https://www.wikidata.org/wiki/Q109557742
immigrants,Q104711348,"immigrant, individual, country, subject, category, immigrant, individual, country, subject, category, century, press, archive",0.845,TRUE,https://www.wikidata.org/wiki/Q104711348
immigrants,Q104729873,"japanese, south, pacific, mandate, immigrant, individual, country, country, subject, folder, folder, century, press, archive",0.844,TRUE,https://www.wikidata.org/wiki/Q104729873
indian,Q16910544,"history, native, american, united, state, aspect, history, occurrence, history, amerindian, people, native, american, history, american, history, native, american, united, state, history, history, indigenous, people, united, state",0.932,TRUE,https://www.wikidata.org/wiki/Q16910544
indian,Q109214210,"native, american, religion, north, america, religion, native, american, religion, belief, system, amerindian, religion, north, america, north, american, belief, spiritual, practice, indigenous, people, america",0.918,TRUE,https://www.wikidata.org/wiki/Q109214210
indian,Q918556,"pamunkey, ethnic, group, federally, recognized, native, american, tribe, united, state, native, american, united, state, pamunkey, tribe, ethnic, group, federally, recognized, native, american, tribe",0.917,TRUE,https://www.wikidata.org/wiki/Q918556
indian,Q12885585,"native, american, tribe, tribe, social, group, native, american, united, state, ethnic, group, tribe, native, american, tribe, native, american, band, native, american, nation, american, tribe, group, community, indigenous, people, united, state",0.916,TRUE,https://www.wikidata.org/wiki/Q12885585
indian,Q20203616,"reservation, type, administrative, territorial, entity, land, inhabited, indigenous, people, reservation, ethnic, community, reserve, reservation, indigenous, people, america, usa, canada, brazil",0.908,TRUE,https://www.wikidata.org/wiki/Q20203616
indian,Q55290,"catawba, people, ethnic, group, indigenous, people, america, issa, esaw, iswa, catawba, nation, federally, recognized, nation, south, carolina, united, state",0.902,TRUE,https://www.wikidata.org/wiki/Q55290
indian,Q15278068,"skokomish, tribe, ethnic, group, reservation, united, state, federally, recognized, native, american, tribe, united, state, native, american, united, state, skokomish, tribal, nation, federally, recognized, tribe, united, state",0.901,TRUE,https://www.wikidata.org/wiki/Q15278068
indian,Q7840353,"federally, recognized, native, american, tribe, united, state, jurisdiction, native, american, tribe, sovereign, state, nation, federally, recognized, tribe, federally, recognized, tribe, federally, recognized, band, federally, recognized, native, village, federally, recognized, nation, federally, recognized, native, american, tribe, federally, recognized, native, american, band, federally, recognized, native, alaskan, village, sovereign, tribe, sovereign, native, american, tribe, sovereign, native, american, tribe, sovereign, tribe, sovereign, nation, nation, tribal, government, american, tribal, government, native, american, tribal, government, american, tribal, nation, tribal, nation, united, state, tribal, nation, united, state, federally, acknowledged, tribe, federal, tribe, native, american, tribe, band, native, village, formally, recognized, american, federal, government",0.9,TRUE,https://www.wikidata.org/wiki/Q7840353
indian,Q7985442,"west, american, ethnic, community, american, caribbean, people, caribbean, american, united, state, citizen, caribbean, ancestry",0.899,TRUE,https://www.wikidata.org/wiki/Q7985442
indian,Q104904387,"state, recognized, tribe, united, state, native, american, tribe, native, american, united, state, state, recognized, tribe, united, state, state, recognized, tribe, state, recognized, band, native, american, tribe, nation, heritage, group, meet, criterion, federally, recognized, tribe, recognized, process, established, assorted, state, government, law",0.895,TRUE,https://www.wikidata.org/wiki/Q104904387
indians,Q49297,"native, american, united, state, ethnic, group, residency, indigenous, people, north, america, american, native, american, american, indian, indian, indian, united, state, indian, first, american, indigenous, american, indigenous, people, united, state, amerindian, american, indigenous, people, united, state",0.961,TRUE,https://www.wikidata.org/wiki/Q49297
indians,Q11334570,"black, indian, united, state, people, african, native, american, native, american, people, significant, african, american, heritage",0.957,TRUE,https://www.wikidata.org/wiki/Q11334570
indians,Q51716,"houma, people, ethnic, group, native, american, united, state, houma, houma, indian, native, american, people, located, louisiana",0.951,TRUE,https://www.wikidata.org/wiki/Q51716
indians,Q56188,"chitimacha, ethnic, group, native, american, united, state, chetimachan, sitimacha, chitimacha, indian, chitimachan, indian, shetimasha, indian, chitimacha, people, native, american, tribe",0.946,TRUE,https://www.wikidata.org/wiki/Q56188
indians,Q1807851,"quinault, people, ethnic, group, native, american, united, state, quinault, quinault, indian, native, american, people",0.946,TRUE,https://www.wikidata.org/wiki/Q1807851
