item,usage_instructions
http://www.wikidata.org/entity/P296,"prefer specific property on certain coding system, if available (e.g. P1378 for China Railway TMIS codes)"
http://www.wikidata.org/entity/Q10076267,"Don't use for occupation (P106), instead use social classification (P3716)"
http://www.wikidata.org/entity/Q12773225,"Don't use for occupation (P106), instead use social classification (P3716)"
http://www.wikidata.org/entity/P496,"Four groups of four digits, separated by dashes (""-"")"
http://www.wikidata.org/entity/P921,"primary topic of a work. Should not be confused with genre (P136), which relates creative works to their genres like science fiction (Q24925)"
http://www.wikidata.org/entity/Q14946528,Refer to {{Q|87066426}} (Help:Conflation of two people/persons) for guidance on how to use this reason for deprecation for items about humans. This guidance can be reinterpreted for other types of item as well.
http://www.wikidata.org/entity/P922,See [[:en:w:Magnetism#Topics]]
http://www.wikidata.org/entity/P1033,"use with items ""warning"" (Q15350847) and ""danger"" (Q15221217)"
http://www.wikidata.org/entity/P1074,"Use for fictional entities that do not actually exist, not for simply artificial entities."
http://www.wikidata.org/entity/P1213,"The identifier is not the System Number of NLC, it's the digital string which follows ""acc_sequence="" in the web address."
http://www.wikidata.org/entity/Q17765515,note the item for the (German) female given name
http://www.wikidata.org/entity/Q18563993,note the items for the female given name and the general item
http://www.wikidata.org/entity/P1630,use in statements on properties to generate links for external-identifiers and string properties;
http://www.wikidata.org/entity/P1622,use with item left (Q13196750) or right (Q14565199)
http://www.wikidata.org/entity/P1622,gebruik met item links (Q13196750) of rechts (Q14565199)
http://www.wikidata.org/entity/Q20950055,Use Q663625 for both campuses and Q20950053 for Annapolis
http://www.wikidata.org/entity/P2190,Use the numeric ID on P10660 rather than alphanumeric string (e.g. 512345 not janedoe). P2190 will be deprecated.
http://www.wikidata.org/entity/Q21473990,note the item for the modern given name
http://www.wikidata.org/entity/P2363,"Use only for ratings issued by NMHH starting from 2012. Always add the registry ID which begins with ""NFT/"" with qualifier P2676."
http://www.wikidata.org/entity/P2370,Use P2442 for conversions to non-SI units.
http://www.wikidata.org/entity/Q21684377,"If some of the units in this class can be converted to SI units, specific items should be made for them."
http://www.wikidata.org/entity/P2627,Letters 5&6 within the code refer to a country code (ISO 3166-1 alpha-2)
http://www.wikidata.org/entity/P2625,use with P2744 as qualifier
http://www.wikidata.org/entity/P2652,use with appropriate qualifiers like P518 or P642 to mark the kind of relationship
http://www.wikidata.org/entity/Q23766486,"For use with P1552, where the item is a class, and qualifiers are properties are held by items of that class. Where qualifier values vary between members of the class, the value on the parent item should be set to ""unknown value""."
http://www.wikidata.org/entity/P2869,use qualifier P1013 to indicate the type of record
http://www.wikidata.org/entity/P3086,use P3005 (valid in place) as qualifier to limit the scope if necessary
http://www.wikidata.org/entity/P3267,Turn a username into a user ID with the webform found at https://www.webfx.com/tools/idgettr/
http://www.wikidata.org/entity/P3430,"NOT to be used for generic social networks (Twitter, Facebook, LinkedIn, etc)"
http://www.wikidata.org/entity/P3559,"use ""applies to part"" as qualifier where appropriate"
http://www.wikidata.org/entity/Q29043257,note the separate items for Portuguese
http://www.wikidata.org/entity/Q29550722,note the item for the ?male given name
http://www.wikidata.org/entity/P3938,For the authors of taxonomic names use P405
http://www.wikidata.org/entity/P3938,Use as qualifier for P2561 and its subproperties.
http://www.wikidata.org/entity/Q47274658,For use with Property:P1657 to indicate films given an X rating by the Motion Picture Association of America
http://www.wikidata.org/entity/Q55438959,"for use in P19, P20, and P119. If location is known, use a specific sea or ocean"
http://www.wikidata.org/entity/P5887,"This is the identifier for an archive creator, typically a person, organization, or an archive. Archive and archive creator are usually not the same entity."
http://www.wikidata.org/entity/P6615,"To find the Kicker ID, open the page source and look after ""objectId: ""spielersteckbrief: XXXXX"""" where (anglais)"
http://www.wikidata.org/entity/Q64216373,also a form of address in German
http://www.wikidata.org/entity/P6875,"Use this property for the object that a motif represents.  For the motif's meaning in a specific context, use P4878."
http://www.wikidata.org/entity/P7118,"This value is for the identifier in the URL for a film's record, and not for the ID number starting with ""W"" given on the page itself. These two numbers are sometimes the same, but not always."
http://www.wikidata.org/entity/P7235,"add one statement as main value for each symbol appearing in any defining formula (P2534); for each symbol add a qualifier ""symbol represents"" (P9758)"
http://www.wikidata.org/entity/P7250,use in statements on properties to generate links for external-identifiers and string properties
http://www.wikidata.org/entity/Q67580232,"Cite this when you are citing Terminologia Anatomica, 1998. Unless the reference was was the online edition in which case you should cite the online edition Q67603718 instead. Note however that the online edition is not authoritative."
http://www.wikidata.org/entity/Q68773434,See the discussion page.
http://www.wikidata.org/entity/Q105815710,See the discussion page.
http://www.wikidata.org/entity/P7432,"As of 2016, Steam doesn't allow game developers to publish and sell 4-pack bundles although bundles released before 2016 may still be found on the store. 4-pack bundles released after 2016 can usually be found on the Humble Bundle store"
http://www.wikidata.org/entity/P7443,"This is the total number of threads, not the number of threads per core."
http://www.wikidata.org/entity/Q83790539,"for painters, sculptors, visual artists, etc.: see Q66002230 (""by artist"")"
http://www.wikidata.org/entity/P7963,Map instances of cell types to their Cell Ontology IDs. Include the CL_ Prefix.
http://www.wikidata.org/entity/P8179,"format: ""ncf"" followed by 8 digits"
http://www.wikidata.org/entity/Q96893735,Use as a value for P2241 (deprecated because) on non-SVG images. Then add the vector version to a corresponding statement.
http://www.wikidata.org/entity/Q97308671,also a prefix
http://www.wikidata.org/entity/Q97459772,"also a prefix of family names, check if applicable"
http://www.wikidata.org/entity/P8460,"Should contain PRCE2 regular expression, treated as ""full match"". For example, ""(?i)[a-z]+|\d+|"" means that validated string should match /^(?:[a-z]+|d+)$/i or be set to ""no value"" or ""unknown value"""
http://www.wikidata.org/entity/P9174,Property is only for people with /ts-pornstar/ in their profile URL.
http://www.wikidata.org/entity/P9808,"The numeric identifier is found in the field ""shortlink"" of the page source code"
http://www.wikidata.org/entity/P9808,The website uses reversed personal names. Those will be set as aliases and the reorded ones as labels.
http://www.wikidata.org/entity/P9890,Only through the search function of the Online Begraafplaatsen website can the person ID be found
